,id,name,identifiers,neutral_formula,charge,charged_formula,neutral_mono_mass,SMILES,inchi
184,met__L,L-Methionine,"[['BIGG', 'met-L[e]'], ['BIGG', 'met_DASH_L_e'], ['BIGG', 'met_L[e]'], ['BIGG', 'met_L_e'], ['BIGG', 'met__L'], ['BIGG', 'met__L_e'], ['Reactome', 'R-ALL-1130765'], ['Reactome', 'R-ALL-174390'], ['Reactome', 'R-ALL-379705'], ['KEGG', 'C00073'], ['KEGG', 'C01733'], ['CHEBI', '13141'], ['CHEBI', '14590'], ['CHEBI', '16643'], ['CHEBI', '16811'], ['CHEBI', '21360'], ['CHEBI', '25229'], ['CHEBI', '32631'], ['CHEBI', '32632'], ['CHEBI', '32644'], ['CHEBI', '32646'], ['CHEBI', '43990'], ['CHEBI', '57844'], ['CHEBI', '6271'], ['CHEBI', '64558'], ['CHEBI', '6829'], ['KEGG_Drug', 'D00019'], ['KEGG_Drug', 'D04983'], ['KEGG_Drug', 'D04984'], ['inchikey', 'FFEARJCKVFRZRR-BYPYZUCNSA-N'], ['HMDB', 'HMDB00696'], ['HMDB', 'HMDB33951'], ['BioCyc', 'MET'], ['MetaNetX', 'MNXM61'], ['SEED', 'cpd00060'], ['SEED', 'cpd30746']]",,0,C5H11NO2S,0.0,,
185,metsox_S__L,L-Methionine Sulfoxide,"[['BIGG', 'metsox_DASH_S_DASH_L_e'], ['BIGG', 'metsox_S_L_e'], ['BIGG', 'metsox_S__L'], ['BIGG', 'metsox_S__L_e'], ['BIGG', 'metsox__S__L_e'], ['Reactome', 'R-ALL-5676943'], ['KEGG', 'C02989'], ['CHEBI', '13142'], ['CHEBI', '17016'], ['CHEBI', '21361'], ['CHEBI', '6272'], ['BioCyc', 'L-Methionine-sulfoxides'], ['MetaNetX', 'MNXM2246'], ['inchikey', 'QEFRNWWLZKMPFJ-YGVKFDHGSA-N'], ['SEED', 'cpd01914'], ['SEED', 'cpd15498'], ['SEED', 'cpd29319']]",,0,C5H11NO3S,0.0,,
186,mnl,D-Mannitol,"[['BIGG', 'mnl'], ['BIGG', 'mnl_e'], ['KEGG', 'C00392'], ['CHEBI', '12996'], ['CHEBI', '130180'], ['CHEBI', '14574'], ['CHEBI', '16899'], ['CHEBI', '21050'], ['CHEBI', '25163'], ['CHEBI', '29864'], ['CHEBI', '44192'], ['CHEBI', '6686'], ['KEGG_Drug', 'D00062'], ['inchikey', 'FBPFZTCFMRRESA-KVTDHHQDSA-N'], ['HMDB', 'HMDB00765'], ['HMDB', 'HMDB01363'], ['BioCyc', 'MANNITOL'], ['MetaNetX', 'MNXM615'], ['SEED', 'cpd00314']]",,0,C6H14O6,0.0,,
187,mso3,Methanesulfonate,"[['BIGG', 'mso3'], ['BIGG', 'mso3_e'], ['inchikey', 'AFVFQIVMOAPDHO-UHFFFAOYSA-M'], ['KEGG', 'C11145'], ['CHEBI', '25224'], ['CHEBI', '27376'], ['CHEBI', '6813'], ['BioCyc', 'CPD-3746'], ['MetaNetX', 'MNXM1485'], ['SEED', 'cpd08023']]",,-1,CH3O3S,0.0,,
188,n2o,Nitrous oxide,"[['BIGG', 'n2o'], ['BIGG', 'n2o_e'], ['KEGG', 'C00887'], ['CHEBI', '14661'], ['CHEBI', '17045'], ['CHEBI', '25568'], ['CHEBI', '44250'], ['CHEBI', '7598'], ['KEGG_Drug', 'D00102'], ['inchikey', 'GQPLMRYTRLFLPF-UHFFFAOYSA-N'], ['HMDB', 'HMDB35807'], ['BioCyc', 'NITROUS-OXIDE'], ['MetaNetX', 'MNXM579'], ['SEED', 'cpd00659']]",,0,H2N2O,0.0,,
189,na1,Sodium,"[['BIGG', 'na1'], ['BIGG', 'na1[e]'], ['BIGG', 'na1_e'], ['Reactome', 'R-ALL-2872443'], ['Reactome', 'R-ALL-2892454'], ['Reactome', 'R-ALL-425958'], ['Reactome', 'R-ALL-425971'], ['Reactome', 'R-ALL-425977'], ['Reactome', 'R-ALL-74113'], ['Reactome', 'R-ALL-83910'], ['KEGG', 'C01330'], ['CHEBI', '26717'], ['CHEBI', '29101'], ['CHEBI', '49766'], ['CHEBI', '9175'], ['inchikey', 'FKNQFGJONOIPTF-UHFFFAOYSA-N'], ['HMDB', 'HMDB00588'], ['BioCyc', 'NA+'], ['MetaNetX', 'MNXM27'], ['SEED', 'cpd00971']]",,1,Na,0.0,,
190,nac,Nicotinate,"[['BIGG', 'nac'], ['BIGG', 'nac[e]'], ['BIGG', 'nac_e'], ['Reactome', 'R-ALL-197230'], ['Reactome', 'R-ALL-8869604'], ['KEGG', 'C00253'], ['CHEBI', '14650'], ['CHEBI', '15940'], ['CHEBI', '22851'], ['CHEBI', '25530'], ['CHEBI', '25538'], ['CHEBI', '32544'], ['CHEBI', '44319'], ['CHEBI', '7559'], ['KEGG_Drug', 'D00049'], ['HMDB', 'HMDB01488'], ['BioCyc', 'NIACINE'], ['MetaNetX', 'MNXM274'], ['inchikey', 'PVNIIMVLHYAWGP-UHFFFAOYSA-M'], ['SEED', 'cpd00218']]",,-1,C6H4NO2,0.0,,
191,no,Nitric oxide,"[['BIGG', 'no'], ['BIGG', 'no[e]'], ['BIGG', 'no_e'], ['KEGG', 'C00533'], ['CHEBI', '14657'], ['CHEBI', '16480'], ['CHEBI', '25546'], ['CHEBI', '44452'], ['CHEBI', '7583'], ['KEGG_Drug', 'D00074'], ['HMDB', 'HMDB03378'], ['BioCyc', 'NITRIC-OXIDE'], ['MetaNetX', 'MNXM228'], ['inchikey', 'MWUXSHHQAYIFBG-UHFFFAOYSA-N']]",,0,NO,0.0,,
192,no2,Nitrite,"[['BIGG', 'no2'], ['BIGG', 'no2[e]'], ['BIGG', 'no2_e'], ['Reactome', 'R-ALL-1222379'], ['KEGG', 'C00088'], ['CHEBI', '14658'], ['CHEBI', '16301'], ['CHEBI', '25567'], ['CHEBI', '44396'], ['CHEBI', '7585'], ['HMDB', 'HMDB02786'], ['inchikey', 'IOVCWXUNBOPUCH-UHFFFAOYSA-M'], ['BioCyc', 'NITRITE'], ['MetaNetX', 'MNXM107'], ['SEED', 'cpd00075']]",,-1,NO2,0.0,,
193,no3,Nitrate,"[['BIGG', 'no3'], ['BIGG', 'no3[e]'], ['BIGG', 'no3_e'], ['KEGG', 'C00244'], ['CHEBI', '14654'], ['CHEBI', '17632'], ['CHEBI', '25545'], ['CHEBI', '44487'], ['CHEBI', '48107'], ['CHEBI', '71263'], ['CHEBI', '7580'], ['KEGG_Drug', 'D02313'], ['HMDB', 'HMDB01853'], ['HMDB', 'HMDB02878'], ['BioCyc', 'CPD-15028'], ['BioCyc', 'NITRATE'], ['MetaNetX', 'MNXM207'], ['inchikey', 'NHNBFGGVMKEFGY-UHFFFAOYSA-N'], ['SEED', 'cpd00209']]",,-1,NO3,0.0,,
194,o16a4colipa,(O16 antigen)x4 core oligosaccharide lipid A,"[['BIGG', 'o16a4colipa'], ['BIGG', 'o16a4colipa_e'], ['inchikey', 'KAVZMDKPFMCUGM-QWDGEOHMSA-C'], ['MetaNetX', 'MNXM91789'], ['SEED', 'cpd15518']]",,-10,C298H502N6O189P4,0.0,,
195,ocdcea,Octadecenoate (n-C18:1),"[['BIGG', 'ocdcea'], ['BIGG', 'ocdcea[e]'], ['BIGG', 'ocdcea_e'], ['KEGG', 'C00712'], ['CHEBI', '104361'], ['CHEBI', '14684'], ['CHEBI', '16196'], ['CHEBI', '25663'], ['CHEBI', '25664'], ['CHEBI', '30823'], ['CHEBI', '44741'], ['CHEBI', '7741'], ['KEGG_Drug', 'D02315'], ['HMDB', 'HMDB00207'], ['HMDB', 'HMDB02066'], ['LipidMaps', 'LMFA01030002'], ['LipidMaps', 'LMFA01030763'], ['LipidMaps', 'LMFA01030810'], ['BioCyc', 'OLEATE-CPD'], ['MetaNetX', 'MNXM306'], ['inchikey', 'ZQPPMHVWECSIRJ-KTKRTIGZSA-M'], ['SEED', 'cpd00536']]",,-1,C18H33O2,0.0,,
196,orot,Orotate C5H3N2O4,"[['BIGG', 'orot'], ['BIGG', 'orot[e]'], ['BIGG', 'orot_e'], ['Reactome', 'R-ALL-76632'], ['KEGG', 'C00295'], ['CHEBI', '14698'], ['CHEBI', '16742'], ['CHEBI', '25719'], ['CHEBI', '25720'], ['CHEBI', '30839'], ['CHEBI', '44781'], ['CHEBI', '7787'], ['KEGG_Drug', 'D00055'], ['HMDB', 'HMDB00226'], ['BioCyc', 'OROTATE'], ['MetaNetX', 'MNXM235'], ['inchikey', 'PXQPEWDEAKTCGB-UHFFFAOYSA-M'], ['SEED', 'cpd00247']]",,-1,C5H3N2O4,0.0,,
197,pacald,Phenylacetaldehyde,"[['BIGG', 'pacald'], ['BIGG', 'pacald_e'], ['Reactome', 'R-ALL-500607'], ['KEGG', 'C00601'], ['CHEBI', '14778'], ['CHEBI', '16424'], ['CHEBI', '25972'], ['CHEBI', '43163'], ['CHEBI', '8084'], ['inchikey', 'DTUQWGWMVIHBKE-UHFFFAOYSA-N'], ['HMDB', 'HMDB06236'], ['BioCyc', 'PHENYLACETALDEHYDE'], ['MetaNetX', 'MNXM473'], ['SEED', 'cpd00464']]",,0,C8H8O,0.0,,
198,pheme,Protoheme C34H30FeN4O4,"[['BIGG', 'pheme'], ['BIGG', 'pheme[e]'], ['BIGG', 'pheme_e'], ['Reactome', 'R-ALL-189444'], ['Reactome', 'R-ALL-71185'], ['Reactome', 'R-ALL-917877'], ['KEGG', 'C00032'], ['CHEBI', '14957'], ['CHEBI', '17627'], ['CHEBI', '26355'], ['CHEBI', '5651'], ['CHEBI', '60344'], ['inchikey', 'KABFMIBPWCXCRK-RGGAHWMASA-J'], ['BioCyc', 'PROTOHEME'], ['MetaNetX', 'MNXM249']]",,-2,C34H30FeN4O4,0.0,,
199,pnto__R,(R)-Pantothenate,"[['BIGG', 'pnto_DASH_R_e'], ['BIGG', 'pnto_R[e]'], ['BIGG', 'pnto_R_e'], ['BIGG', 'pnto__R'], ['BIGG', 'pnto__R_e'], ['Reactome', 'R-ALL-196820'], ['Reactome', 'R-ALL-199192'], ['KEGG', 'C00864'], ['CHEBI', '11008'], ['CHEBI', '14739'], ['CHEBI', '16454'], ['CHEBI', '18700'], ['CHEBI', '18701'], ['CHEBI', '25846'], ['CHEBI', '29032'], ['CHEBI', '44679'], ['CHEBI', '46905'], ['CHEBI', '7916'], ['KEGG_Drug', 'D07413'], ['inchikey', 'GHOKWGTUZJEAQD-ZETCQYMHSA-M'], ['HMDB', 'HMDB00210'], ['HMDB', 'HMDB62717'], ['BioCyc', 'PANTOTHENATE'], ['MetaNetX', 'MNXM364'], ['SEED', 'cpd00644']]",,-1,C9H16NO5,0.0,,
200,ppa,Propionate (n-C3:0),"[['BIGG', 'ppa'], ['BIGG', 'ppa[e]'], ['BIGG', 'ppa_e'], ['MetaNetX', 'MNXM162260']]",,-1,C3H5O2,0.0,,
201,ppal,Propanal,"[['BIGG', 'ppal'], ['BIGG', 'ppal_e'], ['KEGG', 'C00479'], ['CHEBI', '14898'], ['CHEBI', '17153'], ['CHEBI', '26281'], ['CHEBI', '41359'], ['CHEBI', '45052'], ['CHEBI', '8468'], ['HMDB', 'HMDB03366'], ['BioCyc', 'CPD-665'], ['MetaNetX', 'MNXM821'], ['inchikey', 'NBBJYMSMWIIQGU-UHFFFAOYSA-N'], ['SEED', 'cpd00371']]",,0,C3H6O,0.0,,
202,pppn,Phenylpropanoate,"[['BIGG', 'pppn'], ['BIGG', 'pppn_e'], ['KEGG', 'C05629'], ['CHEBI', '20186'], ['CHEBI', '20187'], ['CHEBI', '26002'], ['CHEBI', '26005'], ['CHEBI', '28631'], ['CHEBI', '43112'], ['CHEBI', '51057'], ['CHEBI', '8103'], ['HMDB', 'HMDB00764'], ['BioCyc', '3-PHENYLPROPIONATE'], ['MetaNetX', 'MNXM1403'], ['inchikey', 'XMIIGOLPHOKFCH-UHFFFAOYSA-M'], ['SEED', 'cpd03343']]",,-1,C9H9O2,0.0,,
203,progly,L-Prolinylglycine,"[['BIGG', 'progly'], ['BIGG', 'progly[e]'], ['BIGG', 'progly_e'], ['CHEBI', '61695'], ['CHEBI', '61696'], ['CHEBI', '73594'], ['BioCyc', 'CPD0-2182'], ['MetaNetX', 'MNXM7481'], ['inchikey', 'RNKSNIBMTUYWSH-YFKPBYRVSA-N'], ['SEED', 'cpd15551']]",,0,C7H12N2O3,0.0,,
204,pser__L,O-Phospho-L-serine,"[['BIGG', 'pser_DASH_L_e'], ['BIGG', 'pser_L[e]'], ['BIGG', 'pser_L_e'], ['BIGG', 'pser__L'], ['BIGG', 'pser__L_e'], ['Reactome', 'R-ALL-936706'], ['inchikey', 'BZQFBWGGLXLEPQ-REOHCLBHSA-L'], ['KEGG', 'C01005'], ['CHEBI', '12718'], ['CHEBI', '15811'], ['CHEBI', '21966'], ['CHEBI', '57524'], ['CHEBI', '7692'], ['HMDB', 'HMDB00272'], ['BioCyc', '3-P-SERINE'], ['MetaNetX', 'MNXM379'], ['SEED', 'cpd00738']]",,-2,C3H6NO6P,0.0,,
205,ptrc,Putrescine,"[['BIGG', 'ptrc'], ['BIGG', 'ptrc[e]'], ['BIGG', 'ptrc_e'], ['Reactome', 'R-ALL-141350'], ['Reactome', 'R-ALL-29610'], ['KEGG', 'C00134'], ['CHEBI', '14972'], ['CHEBI', '17148'], ['CHEBI', '26405'], ['CHEBI', '326268'], ['CHEBI', '45092'], ['CHEBI', '8650'], ['HMDB', 'HMDB01414'], ['HMDB', 'HMDB60243'], ['inchikey', 'KIDHWZJUCRJVML-UHFFFAOYSA-P'], ['BioCyc', 'PUTRESCINE'], ['MetaNetX', 'MNXM118'], ['SEED', 'cpd00118'], ['SEED', 'cpd12215']]",,2,C4H14N2,0.0,,
206,pydam,Pyridoxamine,"[['BIGG', 'pydam'], ['BIGG', 'pydam[e]'], ['BIGG', 'pydam_e'], ['Reactome', 'R-ALL-964945'], ['KEGG', 'C00534'], ['CHEBI', '131533'], ['CHEBI', '14978'], ['CHEBI', '16410'], ['CHEBI', '26426'], ['CHEBI', '45228'], ['CHEBI', '57761'], ['CHEBI', '8669'], ['HMDB', 'HMDB01431'], ['HMDB', 'HMDB62696'], ['BioCyc', 'PYRIDOXAMINE'], ['MetaNetX', 'MNXM548'], ['inchikey', 'NHZMQXZHNVQTQA-UHFFFAOYSA-O'], ['SEED', 'cpd00419']]",,1,C8H13N2O2,0.0,,
207,pydx,Pyridoxal,"[['BIGG', 'pydx'], ['BIGG', 'pydx[e]'], ['BIGG', 'pydx_e'], ['Reactome', 'R-ALL-965131'], ['KEGG', 'C00250'], ['CHEBI', '131530'], ['CHEBI', '14976'], ['CHEBI', '17310'], ['CHEBI', '26423'], ['CHEBI', '45112'], ['CHEBI', '8667'], ['HMDB', 'HMDB01545'], ['BioCyc', 'PYRIDOXAL'], ['MetaNetX', 'MNXM311'], ['inchikey', 'RADKZDMFGJYCBB-UHFFFAOYSA-N'], ['SEED', 'cpd00215']]",,0,C8H9NO3,0.0,,
208,pyr,Pyruvate,"[['BIGG', 'pyr'], ['BIGG', 'pyr[e]'], ['BIGG', 'pyr_e'], ['Reactome', 'R-ALL-1130930'], ['Reactome', 'R-ALL-113557'], ['Reactome', 'R-ALL-29398'], ['Reactome', 'R-ALL-389680'], ['Reactome', 'R-ALL-5357717'], ['KEGG', 'C00022'], ['CHEBI', '14987'], ['CHEBI', '15361'], ['CHEBI', '26462'], ['CHEBI', '26466'], ['CHEBI', '32816'], ['CHEBI', '45253'], ['CHEBI', '8685'], ['HMDB', 'HMDB00243'], ['inchikey', 'LCTONWCANYUPML-UHFFFAOYSA-M'], ['LipidMaps', 'LMFA01060077'], ['BioCyc', 'PYRUVATE'], ['MetaNetX', 'MNXM23'], ['SEED', 'cpd00020']]",,-1,C3H3O3,0.0,,
209,rmn,L-Rhamnose,"[['BIGG', 'rmn'], ['BIGG', 'rmn[e]'], ['BIGG', 'rmn_e'], ['KEGG', 'C00507'], ['CHEBI', '13160'], ['CHEBI', '16055'], ['CHEBI', '21378'], ['CHEBI', '26546'], ['CHEBI', '45427'], ['CHEBI', '57622'], ['CHEBI', '62345'], ['CHEBI', '62346'], ['CHEBI', '6292'], ['HMDB', 'HMDB00849'], ['BioCyc', 'CPD-15405'], ['BioCyc', 'L-rhamnopyranose'], ['BioCyc', 'L-rhamnose'], ['MetaNetX', 'MNXM2967'], ['inchikey', 'PNNNRSAQSRJVSB-BXKVDMCESA-N'], ['SEED', 'cpd00396'], ['SEED', 'cpd27379']]",,0,C6H12O5,0.0,,
210,sbt__D,D-Sorbitol,"[['BIGG', 'sbt_DASH_D_e'], ['BIGG', 'sbt_D[e]'], ['BIGG', 'sbt_D_e'], ['BIGG', 'sbt__D'], ['BIGG', 'sbt__D_e'], ['Reactome', 'R-ALL-5652213'], ['KEGG', 'C00794'], ['CHEBI', '12954'], ['CHEBI', '13020'], ['CHEBI', '15093'], ['CHEBI', '17220'], ['CHEBI', '17924'], ['CHEBI', '21091'], ['CHEBI', '26724'], ['CHEBI', '26726'], ['CHEBI', '30911'], ['CHEBI', '33795'], ['CHEBI', '33796'], ['CHEBI', '4246'], ['CHEBI', '45559'], ['CHEBI', '9201'], ['KEGG_Drug', 'D00096'], ['inchikey', 'FBPFZTCFMRRESA-JGWLITMVSA-N'], ['HMDB', 'HMDB00247'], ['BioCyc', 'SORBITOL'], ['MetaNetX', 'MNXM469'], ['SEED', 'cpd00588']]",,0,C6H14O6,0.0,,
211,sel,Selenate,"[['BIGG', 'sel'], ['BIGG', 'sel[e]'], ['BIGG', 'sel_e'], ['Reactome', 'R-ALL-5357662'], ['KEGG', 'C05697'], ['CHEBI', '15075'], ['CHEBI', '18170'], ['CHEBI', '26624'], ['CHEBI', '33490'], ['CHEBI', '9088'], ['HMDB', 'HMDB62761'], ['BioCyc', 'SELENATE'], ['MetaNetX', 'MNXM2282'], ['inchikey', 'QYHFIVBSNOWOCQ-UHFFFAOYSA-L'], ['SEED', 'cpd03396']]",,-2,O4Se,0.0,,
212,ser__D,D-Serine,"[['BIGG', 'ser-D[e]'], ['BIGG', 'ser_DASH_D_e'], ['BIGG', 'ser_D[e]'], ['BIGG', 'ser_D_e'], ['BIGG', 'ser__D'], ['BIGG', 'ser__D_e'], ['KEGG', 'C00740'], ['CHEBI', '13019'], ['CHEBI', '143888'], ['CHEBI', '16523'], ['CHEBI', '21090'], ['CHEBI', '32840'], ['CHEBI', '32841'], ['CHEBI', '35247'], ['CHEBI', '42262'], ['CHEBI', '4245'], ['HMDB', 'HMDB03406'], ['BioCyc', 'D-SERINE'], ['MetaNetX', 'MNXM694'], ['inchikey', 'MTCFGRXMJLQNBG-UWTATZPHSA-N'], ['SEED', 'cpd00550']]",,0,C3H7NO3,0.0,,
213,skm,Shikimate,"[['BIGG', 'skm'], ['BIGG', 'skm_e'], ['Reactome', 'R-ALL-964932'], ['KEGG', 'C00493'], ['CHEBI', '15083'], ['CHEBI', '16119'], ['CHEBI', '26662'], ['CHEBI', '26663'], ['CHEBI', '26664'], ['CHEBI', '36208'], ['CHEBI', '45740'], ['CHEBI', '9133'], ['HMDB', 'HMDB03070'], ['inchikey', 'JXOHGGNKMLTUBP-HSUXUTPPSA-M'], ['BioCyc', 'SHIKIMATE'], ['MetaNetX', 'MNXM602'], ['SEED', 'cpd00383']]",,-1,C7H9O5,0.0,,
214,so3,Sulfite,"[['BIGG', 'hso3'], ['BIGG', 'hso3_e'], ['BIGG', 'so3'], ['BIGG', 'so3[e]'], ['BIGG', 'so3_e'], ['KEGG', 'C00094'], ['KEGG', 'C11481'], ['CHEBI', '13367'], ['CHEBI', '15139'], ['CHEBI', '17137'], ['CHEBI', '17359'], ['CHEBI', '26837'], ['CHEBI', '29214'], ['CHEBI', '33543'], ['CHEBI', '45548'], ['CHEBI', '48854'], ['CHEBI', '5598'], ['CHEBI', '9344'], ['HMDB', 'HMDB00240'], ['HMDB', 'HMDB01033'], ['HMDB', 'HMDB03008'], ['HMDB', 'HMDB34829'], ['inchikey', 'LSNNMFCWUKXFEE-UHFFFAOYSA-L'], ['BioCyc', 'H2SO3'], ['BioCyc', 'HSO3'], ['BioCyc', 'SO3'], ['MetaNetX', 'MNXM105630'], ['SEED', 'cpd00081']]",,-2,O3S,0.0,,
215,so4,Sulfate,"[['BIGG', 'so4'], ['BIGG', 'so4[e]'], ['BIGG', 'so4_e'], ['Reactome', 'R-ALL-1606845'], ['Reactome', 'R-ALL-1609649'], ['Reactome', 'R-ALL-1614584'], ['Reactome', 'R-ALL-174375'], ['Reactome', 'R-ALL-427648'], ['KEGG', 'C00059'], ['CHEBI', '15135'], ['CHEBI', '16189'], ['CHEBI', '26836'], ['CHEBI', '29199'], ['CHEBI', '45687'], ['CHEBI', '45693'], ['CHEBI', '45696'], ['CHEBI', '9335'], ['KEGG_Drug', 'D05963'], ['HMDB', 'HMDB01448'], ['BioCyc', 'HSO4'], ['BioCyc', 'SULFATE'], ['MetaNetX', 'MNXM58'], ['inchikey', 'QAOWNCQODCNURD-UHFFFAOYSA-L'], ['SEED', 'cpd00048'], ['SEED', 'cpd29301']]",,-2,O4S,0.0,,
216,spmd,Spermidine,"[['BIGG', 'spmd'], ['BIGG', 'spmd[e]'], ['BIGG', 'spmd_e'], ['Reactome', 'R-ALL-141324'], ['Reactome', 'R-ALL-204635'], ['inchikey', 'ATHGHQPFGPMSJY-UHFFFAOYSA-Q'], ['KEGG', 'C00315'], ['CHEBI', '15095'], ['CHEBI', '15097'], ['CHEBI', '16610'], ['CHEBI', '26732'], ['CHEBI', '26733'], ['CHEBI', '45647'], ['CHEBI', '57834'], ['CHEBI', '9218'], ['HMDB', 'HMDB01257'], ['BioCyc', 'SPERMIDINE'], ['MetaNetX', 'MNXM124'], ['SEED', 'cpd00264']]",,3,C7H22N3,0.0,,
217,sulfac,Sulfoacetate,"[['BIGG', 'sulfac'], ['BIGG', 'sulfac_e'], ['inchikey', 'AGGIJOLULBJGTQ-UHFFFAOYSA-L'], ['KEGG', 'C14179'], ['CHEBI', '34987'], ['CHEBI', '49876'], ['CHEBI', '50519'], ['CHEBI', '58824'], ['BioCyc', 'CPD-10246'], ['MetaNetX', 'MNXM1949'], ['SEED', 'cpd09878']]",,-2,C2H2O5S,0.0,,
218,taur,Taurine C2H7NO3S,"[['BIGG', 'taur'], ['BIGG', 'taur[e]'], ['BIGG', 'taur_e'], ['Reactome', 'R-ALL-159420'], ['Reactome', 'R-ALL-193463'], ['Reactome', 'R-ALL-194069'], ['KEGG', 'C00245'], ['CHEBI', '15195'], ['CHEBI', '15891'], ['CHEBI', '26852'], ['CHEBI', '32970'], ['CHEBI', '45877'], ['CHEBI', '507393'], ['CHEBI', '9406'], ['KEGG_Drug', 'D00047'], ['HMDB', 'HMDB00251'], ['BioCyc', 'TAURINE'], ['MetaNetX', 'MNXM282'], ['inchikey', 'XOAAWQZATWQOTB-UHFFFAOYSA-N'], ['SEED', 'cpd00210']]",,0,C2H7NO3S,0.0,,
219,thm,Thiamin,"[['BIGG', 'thm'], ['BIGG', 'thm[e]'], ['BIGG', 'thm_e'], ['CHEBI', '33283'], ['KEGG_Drug', 'D08580'], ['MetaNetX', 'MNXM161565'], ['inchikey', 'MYVIATVLJGTBFV-UHFFFAOYSA-M'], ['SEED', 'cpd00305']]",,1,C12H17N4OS,0.0,,
220,thr__L,L-Threonine,"[['BIGG', 'thr_DASH_L_e'], ['BIGG', 'thr_L[e]'], ['BIGG', 'thr_L_e'], ['BIGG', 'thr__L'], ['BIGG', 'thr__L_e'], ['Reactome', 'R-ALL-351990'], ['Reactome', 'R-ALL-352000'], ['Reactome', 'R-ALL-379706'], ['inchikey', 'AYFVYJQAPQTCCC-GBXIJSLDSA-N'], ['KEGG', 'C00188'], ['CHEBI', '13175'], ['CHEBI', '16857'], ['CHEBI', '21403'], ['CHEBI', '26986'], ['CHEBI', '32820'], ['CHEBI', '32822'], ['CHEBI', '32832'], ['CHEBI', '32833'], ['CHEBI', '42083'], ['CHEBI', '45843'], ['CHEBI', '45983'], ['CHEBI', '57926'], ['CHEBI', '6308'], ['KEGG_Drug', 'D00041'], ['HMDB', 'HMDB00167'], ['BioCyc', 'THR'], ['MetaNetX', 'MNXM142'], ['SEED', 'cpd00161']]",,0,C4H9NO3,0.0,,
221,tmao,Trimethylamine N-oxide,"[['BIGG', 'tmao'], ['BIGG', 'tmao_e'], ['Reactome', 'R-ALL-140963'], ['KEGG', 'C01104'], ['CHEBI', '15262'], ['CHEBI', '15263'], ['CHEBI', '15724'], ['CHEBI', '27126'], ['CHEBI', '9733'], ['HMDB', 'HMDB00925'], ['BioCyc', 'TRIMETHYLAMINE-N-O'], ['MetaNetX', 'MNXM437'], ['inchikey', 'UYPYRKYUKCHHIB-UHFFFAOYSA-N'], ['SEED', 'cpd00811']]",,0,C3H9NO,0.0,,
222,ttdca,Tetradecanoate (n-C14:0),"[['BIGG', 'ttdca'], ['BIGG', 'ttdca[e]'], ['BIGG', 'ttdca_e'], ['MetaNetX', 'MNXM162239']]",,-1,C14H27O2,0.0,,
223,ttrcyc,Tetracycline,"[['BIGG', 'ttrcyc'], ['BIGG', 'ttrcyc_e'], ['KEGG', 'C06570'], ['CHEBI', '26894'], ['CHEBI', '27902'], ['CHEBI', '45729'], ['CHEBI', '71392'], ['CHEBI', '77932'], ['CHEBI', '9474'], ['KEGG_Drug', 'D00201'], ['HMDB', 'HMDB14897'], ['BioCyc', 'CPD0-1414'], ['MetaNetX', 'MNXM97613'], ['inchikey', 'OFVLGDICTFRJMM-WESIUVDSSA-N'], ['SEED', 'cpd03977']]",,0,C22H24N2O8,0.0,,
224,tym,Tyramine,"[['BIGG', 'tym'], ['BIGG', 'tym[e]'], ['BIGG', 'tym_e'], ['Reactome', 'R-ALL-500606'], ['Reactome', 'R-ALL-5696181'], ['KEGG', 'C00483'], ['CHEBI', '15276'], ['CHEBI', '15760'], ['CHEBI', '27174'], ['CHEBI', '327995'], ['CHEBI', '9799'], ['inchikey', 'DZGWFCGJZKJUFP-UHFFFAOYSA-O'], ['HMDB', 'HMDB00306'], ['HMDB', 'HMDB62629'], ['BioCyc', 'TYRAMINE'], ['MetaNetX', 'MNXM603'], ['SEED', 'cpd00374']]",,1,C8H12NO,0.0,,
225,tyr__L,L-Tyrosine,"[['BIGG', 'tyr_DASH_L_e'], ['BIGG', 'tyr_L[e]'], ['BIGG', 'tyr_L_e'], ['BIGG', 'tyr__L'], ['BIGG', 'tyr__L_e'], ['Reactome', 'R-ALL-29506'], ['Reactome', 'R-ALL-352030'], ['Reactome', 'R-ALL-379710'], ['Reactome', 'R-ALL-5668567'], ['KEGG', 'C00082'], ['KEGG', 'C01536'], ['CHEBI', '13181'], ['CHEBI', '15277'], ['CHEBI', '17895'], ['CHEBI', '18186'], ['CHEBI', '21411'], ['CHEBI', '27176'], ['CHEBI', '32760'], ['CHEBI', '32761'], ['CHEBI', '32762'], ['CHEBI', '32784'], ['CHEBI', '32785'], ['CHEBI', '32786'], ['CHEBI', '46070'], ['CHEBI', '46161'], ['CHEBI', '58315'], ['CHEBI', '6313'], ['CHEBI', '9800'], ['KEGG_Drug', 'D00022'], ['HMDB', 'HMDB00158'], ['HMDB', 'HMDB00647'], ['BioCyc', 'TYR'], ['MetaNetX', 'MNXM76'], ['inchikey', 'OUYCCCASQSFEME-QMMMGPOBSA-N'], ['SEED', 'cpd00069'], ['SEED', 'cpd30745']]",,0,C9H11NO3,0.0,,
